TV;Radio;Social Media;Influencer;Sales
29;1.302.837.169;4.531.267.811;Macro;1.039.195.235
84;2.459.918.411;4.602.429.717;Macro;2.985.811.724
20;1.184.257.032;3.544.378.981;Nano;6.963.577.196
63;2.835.259.165;469.537.646;Mega;2.291.419.119
18;8.769.271.983;4.472.197.966;Mega;6.357.169.598
90;24.509.163;5.201.518.953;Nano;3.243.931.698
18;1.543.683.719;1.949.948.939;Mega;6.853.864.475
47;1.840.910.552;9.195.497.391;Nano;1.677.398.014
99;2.818.236.541;4.826.003.841;Mega;3.530.032.234
36;5.402.287.105;6.949.626.356;Macro;1.269.402.208
68;1.953.554.781;2.056.270.378;Micro;2.450.828.176
66;2.470.953.165;3.145.122.616;Macro;2.387.796.641
31;1.319.716.034;2.334.421.349;Nano;1.096.832.077
36;0.066122663;0.947359723;Micro;1.297.243.214
61;2.809.411.494;4.630.805.282;Mega;2.155.914.833
43;2.295.583.839;3.316.618.583;Micro;1.535.383.231
23;28.227.398;2.647.984.558;Nano;8.207.620.152
100;344.882.046;918.719.983;Mega;3.604.000.528
41;1.971.084.564;2.568.993.237;Mega;1.445.375.994
95;352.543.515;7.879.232.437;Micro;3.374.651.734
60;1.136.731.934;0.820350637;Micro;213.482.651
43;187.292.892;2.593.969.187;Macro;1.565.390.038
24;1.437.081.327;0.126918813;Micro;8.731.981.905
97;3.515.147.481;1.061.089.545;Mega;3.455.068.264
21;2.535.155.143;0.809429431;Macro;751.029.808
28;1.113.920.205;330.620.113;Micro;103.420.816
51;1.240.537.883;2.253.725.276;Mega;1.826.411.494
49;174.557.372;3.492.273.273;Macro;1.707.516.549
93;3.141.990.627;6.764.271.255;Micro;3.340.413.917
65;2.745.177.105;4.551.897.382;Macro;2.357.711.887
47;4.139.878.602;1.573.396.939;Macro;1.642.736.798
36;6.743.957.107;1.708.179.361;Micro;1.290.150.235
42;1.786.317.794;4.313.004.614;Macro;1.526.021.862
46;1.549.217.812;1.251.590.075;Macro;1.641.988.926
10;1.179.966.599;0.939788674;Mega;3.420.517.016
96;2.950.164.045;4.919.930.365;Macro;3.440.900.697
73;28.055.282;3.205.905.832;Micro;2.610.790.365
92;3.149.086.179;2.679.171.631;Micro;3.285.020.583
100;3.035.892.668;5.196.090.554;Macro;3.523.043.995
54;2.653.273.409;4.434.096.476;Nano;1.932.610.151
71;1.947.415.695;4.433.751.454;Nano;2.520.522.656
31;1.097.590.334;0.973358699;Micro;1.031.601.824
69;2.658.051.398;5.179.786.502;Mega;2.476.436.233
92;2.735.483.097;616.496.891;Mega;3.251.388.659
10;5.134.350.235;0.689810674;Micro;3.681.113.686
90;343.769.832;5.298.158.719;Mega;3.214.109.157
71;3.511.346.181;4.409.213.287;Mega;2.557.971.209
100;3.142.083.841;29.241.027;Micro;3.575.871.303
15;4.953.746.366;0.903951533;Nano;5.081.086.695
79;2.734.613.781;4.091.102.903;Nano;2.847.784.983
26;1.995.924.359;0.167337894;Nano;9.095.073.418
87;3.239.081.231;2.967.629.819;Nano;3.109.883.193
73;2.582.738.523;6.636.373.592;Macro;2.611.560.387
53;1.390.281.276;0.50415037;Micro;1.880.267.689
28;8.175.976.358;0.989815074;Macro;9.866.788.298
54;1.849.857.849;2.407.925.531;Nano;1.933.407.786
73;3.078.177.788;4.857.009.064;Mega;2.625.100.901
55;1.070.403.354;3.313.741.031;Macro;1.922.201.481
69;2.065.784.983;372.670.806;Macro;2.458.037.354
29;2.019.454.619;4.263.712.907;Macro;1.077.477.433
77;3.401.181.552;4.378.510.541;Nano;2.797.063.419
44;1.987.737.672;2.927.407.367;Mega;1.511.013.072
55;2.106.207.556;382.003.968;Micro;1.936.095.728
24;7.225.799.684;1.333.769.168;Macro;8.165.390.429
18;9.088.533.067;2.109.127.791;Micro;6.382.023.463
80;1.703.688.921;0.749839536;Nano;285.037.501
40;1.800.291.183;3.036.473.483;Mega;1.423.331.263
59;1.550.264.678;2.655.940.387;Nano;2.134.362.695
80;2.163.872.186;4.977.302.203;Nano;2.839.177.917
35;1.002.438.885;0.033313202;Nano;1.255.127.538
21;1.111.699.915;0.298541858;Nano;7.567.241.818
86;1.998.864.888;1.227.231.469;Nano;3.021.601.492
95;3.330.369.314;5.275.759.812;Macro;3.357.403.031
34;7.666.725.668;0.319328304;Nano;1.258.416.562
22;9.616.684.504;4.067.506.017;Nano;7.662.726.351
89;2.298.771.862;2.588.135.171;Mega;3.229.763.253
83;3.025.054.026;55.311.094;Macro;296.709.142
54;1.867.618.628;7.608.255.903;Mega;1.889.638.766
69;2.347.473.707;5.622.279.813;Micro;2.430.745.221
86;3.068.348.155;2.984.064.744;Nano;302.816.704
94;2.211.973.254;2.528.224.806;Macro;3.314.718.283
13;7.486.313.376;3.155.098.432;Macro;494.566.405
90;278.735.925;5.378.532.398;Micro;3.174.466.236
11;353.866.401;0.828501974;Nano;4.148.489.864
85;3.113.707.294;7.574.485.845;Nano;3.047.830.071
37;204.962.389;0.8425903;Micro;1.297.000.617
16;1.086.123.463;2.575.875.195;Macro;5.193.438.844
86;3.399.132.588;4.794.126.579;Nano;3.103.503.959
27;2.838.152.223;0.755762023;Nano;9.834.374.047
35;3.862.101.912;1.207.369.381;Micro;1.246.061.627
16;6.067.807.963;1.960.487.823;Nano;603.119.441
98;3.364.967.765;5.078.640.803;Micro;3.487.073.438
66;2.466.717.022;6.205.361.221;Mega;2.364.799.492
34;1.830.838.926;4.750.979.211;Nano;1.182.933.637
66;2.796.404.564;5.055.596.363;Nano;2.322.652.984
48;1.583.879.227;4.468.691.942;Micro;1.692.070.647
65;2.251.872.325;2.126.138.663;Micro;2.273.957.651
54;1.249.816.459;1.463.925.159;Micro;1.924.104.277
89;3.008.565.306;4.965.533.461;Nano;314.483.948
24;3.745.263.481;1.877.094.065;Mega;8.340.241.283
83;1.702.920.312;4.591.346.122;Micro;2.996.631.813
64;1.419.845.566;3.631.962.564;Nano;2.317.642.637
48;6.591.213.206;0.763794602;Macro;1.680.750.508
97;323.661.171;2.549.591.051;Nano;3.517.904.738
10;3.378.004.965;2.388.981.177;Mega;3.374.191.884
89;3.910.625.599;8.950.138.985;Macro;3.161.863.507
12;1.988.066.733;2.637.867.593;Mega;4.369.948.833
35;1.033.273.313;229.723.655;Mega;1.250.580.855
26;1.259.696.072;2.103.348.433;Micro;9.181.486.029
60;2.923.658.685;8.323.847.071;Nano;2.101.216.408
84;2.825.824.209;4.849.899.418;Mega;2.981.240.103
36;1.368.058.332;2.503.554.117;Macro;1.258.172.447
82;2.266.547.098;2.926.556.978;Mega;2.918.371.949
67;225.334.402;1.805.945.665;Nano;2.413.052.379
34;1.600.345.822;5.979.958.691;Micro;1.175.767.924
73;2.755.549.019;2.927.052.434;Micro;2.584.451.317
100;3.714.666.656;6.341.597.116;Nano;3.551.093.911
11;0.675873706;325.992.037;Mega;3.978.232.893
53;1.202.782.682;0.297664101;Macro;1.841.005.902
13;8.222.252.441;0.500016101;Mega;4.541.847.675
50;1.754.113.274;4.515.252.989;Nano;1.801.869.834
82;3.519.842.223;5.380.117.436;Mega;290.437.967
43;2.613.090.993;8.160.684.173;Micro;1.574.749.203
22;1.088.647.478;1.949.233.449;Micro;7.892.808.435
42;1.531.567.266;0.605210374;Nano;145.500.278
66;2.137.608.291;4.584.668.421;Micro;2.365.744.786
92;3.123.012.284;7.478.934.482;Nano;3.303.909.663
71;2.763.860.309;6.434.458.431;Macro;2.519.798.305
48;1.611.600.234;1.698.185.318;Mega;1.680.050.349
12;1.210.063.922;298.563.609;Macro;4.268.958.063
20;1.017.960.343;1.182.064.453;Nano;6.984.162.145
11;7.633.014.867;4.595.993.855;Macro;4.091.116.356
36;491.886.598;0.39581294;Nano;1.274.281.858
50;1.421.822.384;2.842.302.575;Mega;1.794.987.637
39;1.228.524.638;0.224403383;Micro;1.318.205.648
58;1.492.296.684;4.218.225.759;Mega;2.077.139.558
77;2.806.805.667;4.932.782.548;Micro;2.741.199.892
51;1.827.354.261;486.975.182;Nano;1.772.435.407
48;1.519.533.858;0.735757833;Nano;1.687.684.729
25;1.109.126.345;0.95375194;Mega;8.889.038.327
31;5.381.640.531;0.013626625;Micro;1.025.835.669
86;2.255.656.827;367.613.635;Mega;3.037.166.426
77;2.785.366.422;4.163.342.937;Macro;275.028.505
79;2.013.887.118;1.706.797.882;Micro;2.799.790.285
32;1.333.536.154;2.344.050.692;Nano;1.161.443.174
19;2.386.864.323;0.60145585;Micro;631.760.749
98;3.759.513.773;5.830.734.367;Micro;3.503.979.263
35;1.593.057.415;2.974.800.702;Mega;1.284.690.345
59;2.602.847.298;5.427.977.765;Micro;2.157.912.974
80;3.197.400.407;68.890.137;Macro;2.889.961.214
52;1.974.043.808;3.888.113.029;Micro;1.836.277.168
20;331.555.073;0.424423006;Micro;7.175.423.315
16;8.801.618.847;1.652.085.483;Mega;5.815.906.088
97;3.155.107.466;5.170.242.248;Macro;3.500.908.826
13;0.014486494;147.170.989;Micro;4.503.232.579
41;1.193.316.821;0.379865341;Nano;1.446.284.015
31;6.751.330.815;0.436407096;Micro;1.094.019.308
38;6.215.195.866;5.315.751.143;Mega;1.383.211.236
40;1.013.915.927;0.323433508;Macro;141.588.694
92;3.038.715.716;5.554.089.658;Mega;328.955.878
85;3.263.667.971;6.619.127.623;Macro;304.419.999
29;5.147.269.556;0.515674511;Macro;1.069.499.394
51;2.716.698.915;1.952.594.516;Micro;1.851.461.543
80;2.773.499.051;5.223.389.145;Nano;2.854.256.742
23;1.372.417.939;0.403192075;Macro;8.507.028.547
82;2.652.121.969;880.643.288;Macro;295.120.769
79;1.880.024.331;3.090.105.563;Macro;280.469.538
88;2.988.066.383;3.144.183.213;Mega;3.142.050.324
18;9.081.157.279;2.338.192.893;Mega;6.565.345.809
58;9.560.125.465;1.010.489.382;Micro;2.064.083.305
40;1.798.433.334;1.719.860.401;Nano;1.449.588.328
78;2.662.195.735;3.352.122.062;Mega;2.820.505.985
34;9.997.653.399;3.082.762.553;Micro;1.191.270.308
47;1.899.043.686;2.714.217.977;Micro;1.680.814.469
18;8.991.212.405;0.950586255;Micro;6.263.569.997
65;2.621.705.634;5.481.302.028;Macro;2.280.181.448
21;5.777.996.595;0.342541946;Mega;6.649.664.423
84;2.983.428.924;2.578.412.201;Micro;2.961.422.357
22;555.931.568;2.410.001.518;Micro;8.030.333.838
85;341.858.967;3.882.799.492;Macro;3.011.306.898
48;2.110.276.132;1.895.651.693;Mega;1.666.313.611
21;9.169.823.519;0.067278862;Nano;7.388.883.844
42;1.258.996.505;1.843.294.988;Macro;1.453.078.747
26;6.527.093.405;4.829.395.036;Macro;8.966.739.821
33;1.392.505.939;3.029.450.851;Micro;1.139.643.617
11;6.886.104.824;3.476.852.778;Macro;3.711.199.279
44;1.141.018.973;2.206.969.456;Mega;1.563.562.456
41;7.275.071.751;3.573.620.196;Nano;1.433.844.892
77;3.414.759.364;6.433.184.714;Macro;2.703.489.805
40;1.381.986.703;1.308.923.021;Mega;142.174.681
35;1.102.127.115;2.528.031.813;Nano;1.231.258.504
43;1.550.500.023;207.810.808;Macro;1.491.630.186
79;2.744.053.749;2.943.291.647;Mega;2.769.901.608
25;1.502.863.648;1.608.618.992;Nano;8.814.692.956
46;9.020.878.057;1.983.441.738;Micro;1.622.787.476
37;1.000.031.472;0.039404657;Mega;132.621.346
45;2.019.360.374;4.269.134.455;Micro;1.588.948.494
27;8.827.911.582;3.775.343.168;Nano;931.858.473
21;7.138.058.437;2.684.297.188;Nano;7.352.872.631
36;2.090.492.829;1.336.251.172;Nano;1.294.954.835
15;0.233438486;0.44392485;Micro;4.834.134.583
82;3.121.632.112;5.677.709.042;Mega;2.909.593.633
63;1.293.722.066;3.647.490.817;Macro;2.280.006.715
80;2.053.619.813;465.380.506;Nano;2.883.128.639
34;13.051.953;2.381.356.122;Macro;1.233.031.219
39;9.448.712.198;0.656320737;Nano;1.333.903.142
83;2.835.233.604;3.111.934.148;Macro;3.022.268.785
75;2.668.858.037;7.527.451.339;Nano;2.676.007.639
96;2.869.482.119;1.184.927.259;Macro;3.476.217.435
85;3.135.910.881;382.809.637;Mega;3.044.568.708
23;0.841225477;0.663195999;Mega;8.248.651.058
88;2.532.678.512;5.133.571.929;Macro;3.116.614.353
39;9.429.549.985;0.617180797;Micro;1.382.677.026
17;9.739.491.458;3.319.238.042;Nano;6.070.006.263
23;149.101.453;3.247.083.339;Mega;8.012.635.487
38;1.635.728.777;0.910704373;Nano;1.310.122.933
67;2.227.987.654;2.004.705.935;Nano;2.416.568.055
70;2.105.815.129;5.146.705.872;Macro;2.498.114.662
62;2.388.464.708;474.068.007;Mega;2.198.811.188
55;1.936.532.701;7.680.491.394;Macro;1.935.565.201
75;2.215.841.736;2.535.527.683;Mega;2.635.079.422
87;3.068.709.234;1.275.253.398;Nano;3.108.153.236
45;1.574.523.453;0.344629786;Micro;157.924.518
86;1.858.905.369;2.780.680.191;Micro;3.049.511.132
80;2.532.034.737;6.524.476.741;Mega;2.883.030.984
36;1.166.355.563;0.421868807;Micro;1.301.610.471
41;1.435.188.944;3.039.988.379;Micro;1.473.946.664
89;3.218.271.929;3.791.252.056;Macro;3.165.400.344
32;9.634.628.021;4.311.247.152;Macro;1.171.260.827
95;2.210.773.802;0.785405303;Micro;3.448.519.006
80;2.453.154.648;5.517.524.789;Nano;2.860.021.775
56;2.282.931.149;6.750.361.981;Micro;1.965.688.926
36;1.546.544.558;0.259152416;Micro;1.283.416.589
92;3.250.731.066;6.995.889.112;Nano;3.310.238.396
54;1.812.225.321;6.685.431.919;Nano;1.940.358.153
16;6.717.837.678;214.724.259;Micro;5.762.621.438
11;6.327.931.043;1.110.666.769;Macro;4.016.005.595
58;1.452.240.349;2.871.804.552;Mega;2.098.950.004
12;455.390.149;0.028845079;Macro;4.426.360.954
27;1.784.797.223;3.732.882.382;Mega;9.568.459.403
14;7.528.707.085;0.62760563;Nano;5.468.936.909
63;2.427.373.202;2.836.324.904;Micro;2.208.635.879
57;180.141.482;1.533.416.779;Nano;2.023.870.613
31;9.288.699.517;401.258.944;Nano;1.123.453.068
49;1.693.806.801;0.071734979;Macro;1.759.464.773
32;1.448.421.832;0.612035667;Micro;1.129.942.153
86;3.092.426.092;4.636.847.457;Mega;3.045.374.673
17;9.465.577.577;3.693.051.043;Nano;6.382.033.234
34;1.255.262.291;1.431.271.991;Micro;1.189.983.017
69;233.830.835;609.007.978;Macro;2.468.754.116
40;1.350.408.741;15.672.662;Mega;1.390.751.487
80;275.636.699;1.277.631.295;Micro;2.840.579.455
70;2.522.857.993;1.980.812.384;Mega;251.403.637
36;1.924.574.054;0.229962294;Mega;12.330.723
21;4.015.279.347;0.073865848;Macro;7.351.436.294
90;3.226.545.634;5.473.180.079;Micro;3.173.858.125
18;6.770.558.288;0.753333515;Macro;6.964.708.343
22;1.695.506.909;3.637.021.955;Micro;7.803.576.719
72;1.543.129.391;3.006.825.317;Macro;2.580.288.425
44;1.648.492.471;1.282.186.653;Micro;1.570.058.879
89;3.137.888.985;374.603.739;Mega;3.187.830.508
89;3.322.895.595;527.459.422;Macro;3.212.773.925
60;2.378.188.165;1.048.029.693;Nano;2.132.724.719
42;9.080.773.683;3.203.523.671;Nano;1.469.101.496
82;2.729.885.728;2.750.432.923;Mega;2.895.230.097
98;3.290.246.875;4.878.579.353;Nano;3.495.406.063
87;3.091.030.003;7.642.073.563;Micro;3.108.008.998
72;2.909.432.783;446.136.209;Macro;2.561.411.528
57;2.268.934.587;4.243.392.228;Nano;2.007.843.525
45;1.575.354.548;0.714255601;Micro;1.576.297.256
15;6.092.326.337;2.210.370.127;Mega;539.003.205
21;1.718.990.789;0.237534685;Macro;7.314.737.548
99;2.732.209.399;2.769.970.013;Macro;3.513.896.605
33;1.423.628.106;1.756.967.978;Macro;1.187.427.187
28;1.227.441.919;0.323515501;Nano;9.535.275.739
43;8.871.398.971;3.545.252.188;Macro;1.540.226.563
13;4.450.937.443;3.332.875.723;Macro;4.604.861.925
14;1.043.400.455;2.627.862.541;Micro;496.229.099
63;2.304.076.574;5.078.547.759;Micro;2.254.093.744
39;1.319.598.147;0.423432855;Macro;1.391.971.639
21;3.580.580.052;0.165207857;Macro;7.451.676.782
64;209.722.448;2.587.763.209;Macro;2.306.616.991
57;2.073.205.864;5.623.284.528;Mega;2.074.863.233
84;2.676.644.607;3.817.537.409;Mega;294.202.871
92;3.339.604.904;4.480.487.867;Nano;3.217.504.669
58;1.960.865.788;215.523.984;Macro;2.104.584.896
40;9.006.915.909;1.575.542.558;Macro;1.395.806.481
70;2.117.876.903;1.700.145.413;Macro;2.504.826.895
20;7.518.263.983;1.381.464.824;Nano;6.842.501.013
60;1.769.173.462;3.241.365.169;Nano;2.160.789.617
95;2.652.648.147;7.958.528.174;Micro;3.363.691.573
50;1.419.652.687;0.137827823;Mega;1.748.740.677
100;3.356.740.156;6.740.516.964;Macro;3.536.220.534
89;2.580.629.941;0.788523459;Macro;3.167.094.486
47;8.019.407.584;0.780992605;Micro;1.635.669.052
47;1.570.133.839;0.377178568;Nano;1.721.412.058
70;2.591.833.389;4.768.469.714;Nano;2.521.067.578
29;8.503.710.547;3.662.492.615;Macro;1.017.461.246
64;1.313.494.165;2.703.723.754;Micro;2.235.338.943
77;2.975.675.332;3.156.460.901;Macro;279.061.514
50;182.630.567;4.050.816.325;Mega;1.804.424.011
21;1.719.214.314;1.894.452.133;Micro;7.719.592.466
69;2.503.470.033;9.204.856.494;Macro;2.395.680.872
65;2.647.185.629;6.427.113.657;Nano;2.338.431.002
30;103.027.251;3.030.377.184;Micro;1.081.222.192
46;2.035.389.675;3.989.674.716;Macro;1.658.408.051
61;2.362.333.336;0.386922712;Mega;2.193.898.315
72;1.798.193.992;1.675.082.402;Micro;2.488.023.789
39;1.401.695.152;3.105.424.638;Nano;1.423.453.845
97;3.249.473.058;6.186.571.761;Macro;3.478.776.156
87;3.817.605.375;6.963.602.725;Mega;307.416.326
89;3.245.209.007;4.445.174.089;Micro;3.245.892.769
36;7.734.769.762;1.820.901.371;Micro;1.247.621.206
60;1.908.371.682;2.884.634.332;Nano;2.116.521.752
19;1.266.996.639;1.461.187.917;Mega;697.213.785
24;1.287.917.212;0.569848093;Nano;8.435.561.875
56;2.510.714.076;7.154.155.755;Mega;2.013.638.581
66;1.700.947.877;6.048.201.516;Macro;2.404.988.996
91;3.157.090.079;5.354.754.236;Nano;3.318.671.743
65;1.328.316.032;1.042.497.914;Nano;2.349.536.246
56;2.055.128.397;1.437.485.088;Micro;200.475.809
21;9.726.088.372;0.863382785;Nano;7.592.780.039
52;1.723.864.858;7.172.554.439;Nano;1.889.634.803
36;1.056.614.422;2.638.889.554;Mega;1.284.165.943
79;2.506.755.404;3.429.945.412;Mega;285.761.592
74;2.160.479.931;4.666.188.365;Macro;2.614.717.905
84;2.641.066.438;5.163.949.549;Nano;2.989.711.942
51;1.895.737.635;2.877.555.299;Macro;1.834.840.455
20;4.218.479.595;2.092.680.162;Micro;6.812.363.535
20;1.222.988.349;5.542.360.445;Micro;7.593.383.288
45;1.745.057.273;3.797.949.477;Micro;1.567.943.081
63;2.035.692.774;1.927.395.643;Nano;2.225.016.725
82;271.165.686;4.626.630.461;Mega;2.915.314.175
43;1.370.486.746;2.218.968.013;Nano;1.512.688.729
10;2.563.279.595;2.194.326.393;Nano;3.691.917.963
28;6.698.580.072;2.975.868.625;Mega;9.708.322.836
96;2.573.667.837;4.179.366.017;Nano;3.469.400.122
21;4.192.298.884;1.011.604.124;Micro;753.411.398
41;4.510.233.003;0.651581966;Mega;1.489.073.606
69;3.130.100.477;4.080.001.577;Nano;2.479.551.456
64;221.945.826;3.116.904.294;Macro;2.286.388.175
81;2.909.884.013;3.436.515.796;Nano;2.888.354.078
91;2.736.025.947;6.603.772.501;Micro;3.204.673.397
84;2.965.912.031;5.892.874.671;Nano;3.003.318.396
93;3.770.803.265;643.094.939;Macro;3.262.649.816
99;3.342.960.304;6.443.252.612;Macro;35.346.916
70;2.321.694.607;4.202.648.436;Micro;2.502.521.525
90;2.838.052.047;4.338.469.575;Nano;3.186.274.849
34;3.974.176.914;2.878.866.014;Nano;1.176.208.998
26;2.170.693.374;0.057924027;Macro;9.176.813.254
64;1.449.372.202;0.737132129;Micro;2.286.705.497
97;382.427.277;711.700.822;Micro;3.501.140.371
73;3.028.290.663;422.436.639;Nano;2.602.546.867
54;2.293.800.806;0.049662684;Nano;1.884.611.145
18;3.398.236.382;0.905116643;Macro;6.450.258.019
38;1.225.305.035;2.427.705.252;Micro;1.379.207.634
43;1.006.244.907;0.24725853;Nano;1.548.917.662
38;2.182.640.897;2.802.768.211;Nano;1.327.269.458
79;1.797.181.312;1.541.124.943;Micro;2.815.342.766
63;2.852.795.281;3.168.882.093;Macro;2.244.662.398
28;7.273.574.298;2.962.681.744;Macro;1.057.328.925
33;1.334.990.619;1.461.002.855;Nano;1.161.267.135
96;3.465.952.748;2.733.309.859;Macro;3.424.983.937
47;1.798.768.499;4.832.000.332;Mega;1.697.770.916
63;1.928.371.879;0.481806199;Nano;2.241.129.616
82;2.949.738.981;6.111.231.604;Micro;2.913.194.908
48;180.116.912;5.942.587.756;Macro;1.647.008.776
82;2.875.451.711;1.621.090.004;Mega;2.913.240.319
31;9.926.309.363;2.270.709.178;Macro;1.124.931.128
18;9.714.072.444;3.383.355.406;Mega;6.542.069.676
30;5.232.195.406;2.164.882.999;Macro;101.293.761
20;4.307.579.249;0.047124006;Mega;7.218.106.625
29;7.868.453.405;1.960.643.728;Nano;9.931.009.056
15;513.906.928;155.848.132;Micro;5.229.844.801
74;1.677.799.061;2.297.885.997;Macro;2.612.171.393
23;1.331.099.098;0.731708591;Nano;7.632.136.362
81;2.400.579.144;3.774.497.494;Micro;2.879.321.491
83;3.468.510.091;100.302.438;Mega;2.986.394.097
69;2.361.530.268;5.555.739.478;Macro;2.461.376.093
10;0.858809909;3.621.606.085;Mega;3.688.229.796
94;3.040.243.066;5.207.841.441;Micro;3.361.680.912
37;1.226.220.119;0.43813494;Macro;1.365.561.795
11;4.205.790.339;305.864.083;Mega;3.863.419.974
98;2.583.842.228;6.986.829.858;Micro;3.531.339.978
63;2.356.384.635;789.715.201;Macro;2.251.611.984
24;7.225.160.543;0.00131539;Macro;8.645.386.027
33;1.122.418.965;5.585.571.387;Mega;1.150.606.852
25;6.289.604.837;1.761.397.829;Nano;8.958.970.992
43;1.569.550.209;4.621.334.711;Nano;1.569.593.326
52;1.570.165.246;3.943.078.855;Macro;1.848.832.065
87;2.495.177.785;1.015.740.835;Nano;3.038.782.625
68;2.919.533.041;8.045.763.533;Nano;2.456.391.876
90;3.232.648.182;5.609.706.527;Mega;3.220.002.384
62;1.644.434.995;748.999.682;Nano;2.179.190.051
46;139.792.447;0.891245828;Macro;1.629.699.605
96;2.275.135.338;8.688.003.416;Nano;3.458.938.959
77;1.607.402.028;2.696.286.698;Nano;2.749.318.537
90;3.048.464.888;5.005.497.564;Mega;3.164.611.153
83;2.307.633.733;0.831079356;Micro;2.919.624.407
19;5.263.205.766;1.251.405.937;Mega;7.144.251.373
27;1.412.523.976;0.417048422;Mega;9.588.047.198
42;1.564.684.698;1.920.959.216;Nano;1.510.697.358
62;170.374.692;1.778.592.176;Mega;2.220.800.056
64;1.921.061.664;3.087.815.141;Macro;2.217.316.739
87;2.773.488.768;3.636.000.569;Micro;3.153.186.484
28;1.316.871.546;1.873.044.843;Mega;9.909.562.263
11;2.588.070.098;0.331165434;Mega;3.748.139.169
60;224.028.944;5.276.295.758;Nano;2.124.985.828
28;7.949.128.866;0.926508325;Mega;1.028.151.161
54;1.927.265.847;1.302.007.252;Micro;1.943.564.249
66;328.621.864;8.186.191.406;Mega;2.380.688.324
35;1.525.354.503;0.935726218;Macro;1.236.561.859
76;307.022.579;6.693.904.146;Micro;2.675.219.901
62;2.367.422.982;3.363.063.357;Micro;2.189.998.496
54;1.298.134.935;2.751.051.575;Macro;1.940.955.015
39;1.098.094.871;1.069.789.208;Nano;1.358.889.695
79;2.433.346.963;4.355.745.346;Mega;2.831.252.094
70;2.077.717.376;2.831.544.226;Macro;2.452.427.203
75;2.567.494.111;2.394.660.585;Macro;2.671.790.104
53;1.885.081.371;4.566.440.958;Micro;1.869.356.462
23;6.721.845.062;1.367.690.472;Nano;8.243.756.501
43;2.336.300.311;3.930.571.161;Macro;1.462.867.782
24;716.376.032;3.215.148.198;Micro;8.776.036.175
26;5.928.308.617;203.273.826;Micro;8.556.280.693
49;1.350.306.851;0.392220254;Micro;1.727.951.702
33;1.015.050.712;2.311.200.267;Nano;1.182.267.883
59;2.129.972.944;6.145.551.611;Mega;2.095.601.139
76;2.509.598.285;3.588.906.021;Mega;2.724.213.353
100;3.214.820.776;7.565.099.552;Micro;3.620.421.229
96;3.791.634.195;5.817.879.816;Mega;3.359.666.885
23;6.662.270.909;0.142948635;Nano;8.341.535.689
68;2.085.748.443;5.305.812.168;Nano;2.446.335.186
20;5.063.964.906;0.037356944;Micro;6.638.544.197
61;2.466.406.819;0.643440065;Micro;2.232.473.066
56;9.690.666.538;255.275.792;Nano;1.960.786.327
29;1.679.919.436;4.279.003.862;Micro;1.019.046.011
31;7.985.636.206;0.789064;Mega;1.129.525.763
29;9.850.775.833;1.774.849.524;Nano;9.669.435.801
82;3.476.779.038;4.248.044.829;Micro;2.921.774.167
78;2.653.771.888;3.961.284.729;Macro;2.808.588.623
99;3.066.885.609;4.401.725.907;Nano;3.514.211.477
99;3.451.295.267;4.817.666.841;Macro;3.476.723.383
46;1.555.341.525;1.648.887.001;Mega;1.617.368.695
37;1.555.091.019;0.381845418;Nano;1.303.841.296
67;3.347.845.174;6.272.878.542;Macro;2.331.382.365
82;2.168.701.274;2.537.905.135;Nano;290.618.183
42;9.381.876.981;3.464.095.033;Mega;1.474.870.688
22;1.332.653.424;3.470.841.069;Micro;8.042.495.159
73;2.236.101.534;223.634.963;Nano;2.625.974.491
41;7.125.223.319;1.156.608.183;Mega;1.482.257.628
100;4.456.040.957;8.470.339.644;Nano;3.570.924.872
29;8.712.061.917;2.585.117.315;Macro;1.047.124.537
19;1.061.709.956;1.277.720.616;Macro;6.824.392.705
37;5.580.487.693;4.347.285.454;Macro;1.344.459.731
45;9.016.529.466;27.795.578;Micro;1.574.058.687
51;193.160.696;3.605.940.065;Macro;18.469.981
100;3.930.321.723;7.077.221.972;Micro;3.558.951.039
56;1.538.414.712;1.618.385.333;Mega;1.972.730.126
23;3.510.261.265;1.060.978.149;Micro;8.448.658.764
100;3.043.535.718;5.012.795.155;Mega;3.538.381.927
16;5.768.998.355;0.167732483;Macro;5.828.261.531
95;337.322.487;2.828.376.137;Micro;3.371.550.219
18;3.998.145.083;0.550344488;Mega;6.253.463.829
94;3.216.264.869;4.178.849.052;Mega;3.365.236.729
58;2.329.102.567;1.819.778.353;Macro;2.023.545.385
11;1.043.493.748;3.021.098.715;Micro;3.905.670.605
88;2.689.087.788;5.091.676.018;Mega;3.110.460.958
33;1.656.795.456;3.220.240.342;Nano;117.856.095
69;2.097.212.652;3.386.159.119;Nano;2.424.652.608
47;1.347.141.759;2.441.219.796;Macro;1.677.045.406
32;1.343.185.072;1.969.664.799;Micro;1.133.354.651
89;3.419.286.493;728.093.696;Micro;3.177.146.217
83;2.792.371.868;8.566.793.342;Macro;2.955.055.495
64;2.671.359.667;7.772.853.029;Micro;229.952.856
67;151.421.411;224.962.288;Macro;240.107.728
100;2.335.453.897;4.472.029.211;Micro;3.562.684.227
46;984.754.116;2.944.586.242;Micro;1.666.523.608
42;105.955.477;2.411.606.792;Mega;1.493.632.846
15;4.852.190.352;5.603.537.932;Macro;5.200.797.219
32;1.540.516.167;4.049.889.123;Nano;1.091.469.616
